variant,num_steps,first_step,last_step,mean_action_loss,mean_abs_loss_error,mean_relative_loss_error_pct,max_abs_loss_error,final_action_loss,final_loss_delta,mean_step_time_s,step_time_change_pct,mean_samples_per_sec,throughput_change_pct
baseline,900,101,1000,0.16361457139253616,0.0,0.0,0.0,0.13402940332889557,0.0,0.9754171675136554,0.0,12.302700372924763,0.0
powersgd_plus,900,101,1000,0.17102768863240878,0.007443644520309236,4.631891672454765,0.024157002568244934,0.1425328403711319,0.008503437042236328,3.430677987198744,251.71392317643577,3.8400363550657315,-68.78704480589715
acp_powersgd_plus,900,101,1000,0.17406273373299175,0.010463747531175613,6.49665527164201,0.039390817284584045,0.14479228854179382,0.010762885212898254,3.1031426172077343,218.1349191462013,4.25547306360066,-65.41025193976179
