action_loss,adam_exp_avg_rms,adam_exp_avg_sq_max,adam_exp_avg_sq_mean,adam_exp_avg_sq_rms,adam_state_numel,lr,step,variant
0.1526448279619217,2.147233053547862e-06,0.00019588986469898373,8.916716546276888e-11,1.5023549691040204e-08,3248572176.0,1.0356273606561512e-05,575,standard_powersgd_plus
0.15822282433509827,2.189680312274036e-06,0.00023711785615887493,8.965678936479677e-11,1.6053807146501324e-08,3248572176.0,9.436955496060705e-06,600,standard_powersgd_plus
0.18419970571994781,2.1379011769106938e-06,0.00020378016051836312,8.52021785365733e-11,1.530043557169769e-08,3248572176.0,8.54005053207607e-06,625,standard_powersgd_plus
0.16100794076919556,2.261498630711251e-06,0.00021146527433302253,8.550800496081435e-11,1.4537564129214819e-08,3248572176.0,7.67120064873071e-06,650,standard_powersgd_plus
0.16436877846717834,2.233308139495025e-06,0.00016053311992436647,8.345126378204339e-11,1.419367850677242e-08,3248572176.0,6.835871301119128e-06,675,standard_powersgd_plus
0.15724405646324158,2.3407771211352017e-06,0.00019279670959804207,8.827492094477519e-11,1.4353881801572822e-08,3248572176.0,6.0393170851456236e-06,700,standard_powersgd_plus
0.14318901300430298,2.0683000479796152e-06,0.00018326411372981966,8.41075661395577e-11,1.3113724986357531e-08,3248572176.0,5.286548683761527e-06,725,standard_powersgd_plus
0.15684062242507935,2.23643716544501e-06,0.00020767429668921977,8.904982411929315e-11,1.3734322009003648e-08,3248572176.0,4.582301347524142e-06,750,standard_powersgd_plus
0.18630966544151306,2.184263611112857e-06,0.0002487791934981942,8.946587925532045e-11,1.456991954119463e-08,3248572176.0,3.931005107748902e-06,775,standard_powersgd_plus
0.14726200699806213,2.3204630265640985e-06,0.0001661442220211029,9.300928949730058e-11,1.342343990127936e-08,3248572176.0,3.3367569096272963e-06,800,standard_powersgd_plus
0.16426031291484833,2.226973297915826e-06,0.0002165270270779729,9.210825906282172e-11,1.392402609121407e-08,3248572176.0,2.8032948406058287e-06,825,standard_powersgd_plus
0.1861528903245926,2.3110640191529833e-06,0.00016013461572583765,9.945191872795144e-11,1.3753606324375031e-08,3248572176.0,2.3339746161409194e-06,850,standard_powersgd_plus
0.13658010959625244,2.186109769117207e-06,0.00015044848260004073,8.961361830597532e-11,1.2549392483663803e-08,3248572176.0,1.9317484707450247e-06,875,standard_powersgd_plus
0.15152989327907562,2.1146016472555636e-06,0.00012990005780011415,8.617267056719266e-11,1.1927466640915934e-08,3248572176.0,1.599146587108656e-06,900,standard_powersgd_plus
0.13719311356544495,2.1624072759317566e-06,0.00016263713769149035,8.869900580221902e-11,1.3031432099613536e-08,3248572176.0,1.3382611801175002e-06,925,standard_powersgd_plus
0.1639879047870636,2.1467868498052657e-06,0.00018232804723083973,8.942137816750186e-11,1.2591941810055966e-08,3248572176.0,1.1507333358832683e-06,950,standard_powersgd_plus
0.16379447281360626,2.345143493995122e-06,0.00013060396304354072,9.214512349117488e-11,1.2465807652503961e-08,3248572176.0,1.0377426885766925e-06,975,standard_powersgd_plus
0.13754326105117798,2.3020620222924953e-06,0.00022323464509099722,9.297380768783423e-11,1.3410741193368341e-08,3248572176.0,1e-06,1000,standard_powersgd_plus
0.16950245201587677,2.1185462752626056e-06,0.0001848494866862893,8.188208350130106e-11,1.4339261822127018e-08,3248572176.0,1.9487689809467175e-05,325,oracle_error_budget
0.15620918571949005,2.112707395725629e-06,0.0006347888265736401,8.757923590248786e-11,2.2759197912804892e-08,3248572176.0,1.8667252897272195e-05,350,oracle_error_budget
0.1415855884552002,2.2382313919852802e-06,0.00029341084882616997,9.160204921759542e-11,1.776278759006789e-08,3248572176.0,1.7811166424879367e-05,375,oracle_error_budget
0.1808910220861435,2.0882007145327545e-06,0.000473350053653121,9.599138538422445e-11,1.898470430319489e-08,3248572176.0,1.692481555980906e-05,400,oracle_error_budget
0.18611294031143188,2.082992112340551e-06,0.0003044275217689574,8.999654212550298e-11,1.6301080829966865e-08,3248572176.0,1.6013775846172952e-05,425,oracle_error_budget
0.15503504872322083,1.9784926269040187e-06,0.0001785492495400831,8.005546936844251e-11,1.320126078515496e-08,3248572176.0,1.5083778132003167e-05,450,oracle_error_budget
0.17416878044605255,1.9157983210468067e-06,0.00022792791423853487,7.926246038718796e-11,1.4952070004530782e-08,3248572176.0,1.4140672519650192e-05,475,oracle_error_budget
0.171794593334198,1.9569737634648918e-06,0.00021756232308689505,8.226626736080577e-11,1.51719732649575e-08,3248572176.0,1.3190391566017695e-05,500,oracle_error_budget
0.15989144146442413,2.036339976798697e-06,0.0002398650103714317,8.433222799651201e-11,1.3929098672180943e-08,3248572176.0,1.2238912964121226e-05,525,oracle_error_budget
0.15003053843975067,2.226571421748775e-06,0.00019949633860960603,8.919200914184216e-11,1.4296433015534958e-08,3248572176.0,1.1292221940720579e-05,550,oracle_error_budget
0.1479276716709137,1.9970814503666803e-06,0.00020569429034367204,7.875122357464829e-11,1.3306579351793518e-08,3248572176.0,1.0356273606561512e-05,575,oracle_error_budget
0.15372301638126373,1.9596586400050055e-06,0.00016076696920208633,8.089256899869461e-11,1.3818822891401075e-08,3248572176.0,9.436955496060705e-06,600,oracle_error_budget
0.1784900575876236,2.009105855603843e-06,0.0001918684138217941,7.738010510680726e-11,1.332561858275758e-08,3248572176.0,8.54005053207607e-06,625,oracle_error_budget
0.15935426950454712,2.1016089036157664e-06,0.0001912567240651697,7.899350788856494e-11,1.2986891723826902e-08,3248572176.0,7.67120064873071e-06,650,oracle_error_budget
0.16175571084022522,2.0867982620893356e-06,0.00015400776464957744,7.987189685668406e-11,1.3255018931426624e-08,3248572176.0,6.835871301119128e-06,675,oracle_error_budget
0.15320681035518646,2.1827519849251065e-06,0.0001774392294464633,8.152898234433427e-11,1.2856670341637994e-08,3248572176.0,6.0393170851456236e-06,700,oracle_error_budget
0.14163582026958466,1.89039498952293e-06,0.00017159711569547653,7.772340686664877e-11,1.2357620373218375e-08,3248572176.0,5.286548683761527e-06,725,oracle_error_budget
0.152875617146492,2.2390678055978806e-06,0.0002042124542640522,9.009280002316845e-11,1.330917878202931e-08,3248572176.0,4.582301347524142e-06,750,oracle_error_budget
0.18334688246250153,2.08573951989388e-06,0.00023779548064339906,8.168532562271855e-11,1.3862462038069279e-08,3248572176.0,3.931005107748902e-06,775,oracle_error_budget
0.14381761848926544,2.3717732097611214e-06,0.00016209743625950068,8.021485764861219e-11,1.2110390664391168e-08,3248572176.0,3.3367569096272963e-06,800,oracle_error_budget
0.16115200519561768,2.1325437322048195e-06,0.0002487676392775029,8.12224624226103e-11,1.423326319709112e-08,3248572176.0,2.8032948406058287e-06,825,oracle_error_budget
0.1828339695930481,2.0773428583023986e-06,0.0001598280796315521,8.666362220633627e-11,1.3466102890460096e-08,3248572176.0,2.3339746161409194e-06,850,oracle_error_budget
0.1333983987569809,2.0313173698141983e-06,0.00013987510465085506,7.717075961445342e-11,1.2282729380385282e-08,3248572176.0,1.9317484707450247e-06,875,oracle_error_budget
0.14741617441177368,1.954542466177161e-06,0.00012305456039030105,7.783326067011408e-11,1.1587665041213257e-08,3248572176.0,1.599146587108656e-06,900,oracle_error_budget
0.13319915533065796,2.177152808425049e-06,0.00015811344201210886,8.541565291849372e-11,1.3210504347607114e-08,3248572176.0,1.3382611801175002e-06,925,oracle_error_budget
0.1611020267009735,1.989145572143036e-06,0.00017423204553779215,8.078098571521143e-11,1.271301257231232e-08,3248572176.0,1.1507333358832683e-06,950,oracle_error_budget
0.1579660177230835,2.3861740503660586e-06,0.00012731191236525774,8.526879374684649e-11,1.2146366292128835e-08,3248572176.0,1.0377426885766925e-06,975,oracle_error_budget
0.1340309977531433,2.205384180020542e-06,0.00021256365289445966,8.31507659352235e-11,1.308254176849725e-08,3248572176.0,1e-06,1000,oracle_error_budget
0.17133983969688416,2.0688177339714395e-06,0.0001800798490876332,6.942348320730216e-11,1.5048377913494376e-08,3248572176.0,1.9487689809467175e-05,325,accordion_powersgd_plus
0.1631564050912857,2.2416657939679765e-06,0.0014812391018494964,8.789442383472643e-11,4.098684147229217e-08,3248572176.0,1.8667252897272195e-05,350,accordion_powersgd_plus
0.1491883099079132,2.4674448549969215e-06,0.0006590785342268646,9.836906221707774e-11,2.627218188105163e-08,3248572176.0,1.7811166424879367e-05,375,accordion_powersgd_plus
0.18285433948040009,2.504592455706001e-06,0.0005388341378420591,1.0414589968383237e-10,2.276045697754145e-08,3248572176.0,1.692481555980906e-05,400,accordion_powersgd_plus
0.18801715970039368,2.28964763940489e-06,0.000378882308723405,9.573415984544005e-11,1.955652042054958e-08,3248572176.0,1.6013775846172952e-05,425,accordion_powersgd_plus
0.16233113408088684,2.8126189008935833e-06,0.00021990019013173878,1.0362429129442817e-10,2.073538872803731e-08,3248572176.0,1.5083778132003167e-05,450,accordion_powersgd_plus
0.18152031302452087,2.7792356527791858e-06,0.0002051383489742875,1.1671558651807333e-10,2.1347112349304207e-08,3248572176.0,1.4140672519650192e-05,475,accordion_powersgd_plus
0.16825886070728302,2.9679221940809707e-06,0.00018914656538981944,1.1794673089573024e-10,2.0448487998479763e-08,3248572176.0,1.3190391566017695e-05,500,accordion_powersgd_plus
0.16418063640594482,2.344057750624521e-06,0.00017588674381840974,1.0847300389368378e-10,1.7397797285525025e-08,3248572176.0,1.2238912964121226e-05,525,accordion_powersgd_plus
0.15645255148410797,2.417625153795899e-06,0.00024105819466058165,1.0043655258327565e-10,1.7951891811432853e-08,3248572176.0,1.1292221940720579e-05,550,accordion_powersgd_plus
0.1519888937473297,2.128460558612576e-06,0.00019948241242673248,8.724079820670183e-11,1.491749982221388e-08,3248572176.0,1.0356273606561512e-05,575,accordion_powersgd_plus
0.15726368129253387,2.1133076094800395e-06,0.0005190577358007431,8.638700167952187e-11,1.9693743666091084e-08,3248572176.0,9.436955496060705e-06,600,accordion_powersgd_plus
0.17154034972190857,2.2327302090514086e-06,0.0002093467046506703,8.525238806245898e-11,1.5135863849286316e-08,3248572176.0,8.54005053207607e-06,625,accordion_powersgd_plus
0.14883849024772644,2.2228310945439574e-06,0.00018710280710365623,8.714257231583207e-11,1.4514414632262621e-08,3248572176.0,7.67120064873071e-06,650,accordion_powersgd_plus
0.1690576672554016,2.1152504165387494e-06,0.00018191956041846424,8.474020332798835e-11,1.3892118605530767e-08,3248572176.0,6.835871301119128e-06,675,accordion_powersgd_plus
0.17591655254364014,2.1816202939157843e-06,0.00016610095917712897,8.620719557613545e-11,1.372404785085871e-08,3248572176.0,6.0393170851456236e-06,700,accordion_powersgd_plus
0.15007607638835907,2.0760873882446556e-06,0.0001750275114318356,8.257152785779466e-11,1.3201348795525944e-08,3248572176.0,5.286548683761527e-06,725,accordion_powersgd_plus
0.1514086127281189,2.0919486296094075e-06,0.0001672374492045492,8.323761935752058e-11,1.274668042958952e-08,3248572176.0,4.582301347524142e-06,750,accordion_powersgd_plus
0.18294323980808258,2.0468356649465193e-06,0.00026182716828770936,8.520268496337006e-11,1.4410023341388576e-08,3248572176.0,3.931005107748902e-06,775,accordion_powersgd_plus
0.14315949380397797,2.1710221225555274e-06,0.0002012383920373395,8.707970108570218e-11,1.4034444297855453e-08,3248572176.0,3.3367569096272963e-06,800,accordion_powersgd_plus
0.1697942614555359,2.247645130221688e-06,0.0002767496043816209,9.244490878167132e-11,1.4609749525479437e-08,3248572176.0,2.8032948406058287e-06,825,accordion_powersgd_plus
0.19020766019821167,2.2129979654473655e-06,0.00013367542123887688,9.08841660001132e-11,1.3476762304704852e-08,3248572176.0,2.3339746161409194e-06,850,accordion_powersgd_plus
0.1297786980867386,2.2585529170484414e-06,0.00014979908883105963,9.66056562960167e-11,1.3472236790697895e-08,3248572176.0,1.9317484707450247e-06,875,accordion_powersgd_plus
0.1420912891626358,2.300107777947596e-06,0.00020664383191615343,9.032611769160903e-11,1.3627817243745977e-08,3248572176.0,1.599146587108656e-06,900,accordion_powersgd_plus
0.14816409349441528,2.1312186055976606e-06,0.0001714864920359105,9.012342085647201e-11,1.3155644354767759e-08,3248572176.0,1.3382611801175002e-06,925,accordion_powersgd_plus
0.16707277297973633,2.157517907002146e-06,0.00013260891137178987,8.786094619363127e-11,1.2459001337320114e-08,3248572176.0,1.1507333358832683e-06,950,accordion_powersgd_plus
0.16013406217098236,2.1741955794268724e-06,0.0001778704026946798,8.837949668544759e-11,1.2891545560415046e-08,3248572176.0,1.0377426885766925e-06,975,accordion_powersgd_plus
0.15342772006988525,2.2092352475950906e-06,0.00019398336007725447,9.106264683985773e-11,1.342493107907601e-08,3248572176.0,1e-06,1000,accordion_powersgd_plus
