comparison,first_divergence,first_step,last_step,max_abs_loss_error,mean_abs_loss_error,mean_baseline_action_loss,mean_baseline_samples_per_sec,mean_baseline_step_time_s,mean_relative_loss_error_pct,mean_variant_action_loss,mean_variant_samples_per_sec,mean_variant_step_time_s,num_steps,step_time_change_pct,throughput_change_pct
baseline_builder_vs_uninterrupted_reference,,101,1000,0.0,0.0,0.16361457139253616,12.29199539784785,0.9850450335854677,0.0,0.16361457139253616,12.244862836054294,0.9886434482608456,900,0.36530458534267396,-0.383441095347381
baseline_resume_vs_builder,302,301,1000,0.0018709450960159302,0.0002737478060381753,0.157866557517222,12.260347826397883,0.9789522898115683,0.17357071840176766,0.15787909484335355,12.23776537243699,0.9893685225925375,700,1.064018429639102,-0.18419097305111265
baseline_resume_vs_uninterrupted_reference,302,301,1000,0.0018709450960159302,0.0002737478060381753,0.157866557517222,12.302175135327268,0.9754602539540584,0.17357071840176766,0.15787909484335355,12.23776537243699,0.9893685225925375,700,1.4258160270602005,-0.5235640216608273
