first_empirical_loss_divergence_step,first_step,last_step,max_abs_loss_error,mean_abs_loss_error,mean_baseline_action_loss,mean_baseline_samples_per_sec,mean_baseline_step_time_s,mean_lr,mean_relative_loss_error_pct,mean_variant_action_loss,mean_variant_samples_per_sec,mean_variant_step_time_s,num_steps,policy,scope,step_time_change_pct,throughput_change_pct,variant
302,101,1000,0.010171458125114441,0.002514605795343717,0.16361457139253616,12.29199539784785,0.9850450335854677,1.1803184699922684e-05,1.6163625392448782,0.1660162498967515,5.7830331547002,2.693889032654115,900,period 25/50/100,full_step101_1000,173.47876907197045,-52.952852913427506,dynamic_period_start300
302,901,1000,0.00617632269859314,0.0037083928287029266,0.15254655979573728,12.30971875977525,0.9748791684384923,1.1974024953087183e-06,2.471144962387416,0.15615056343376638,4.027196912237512,3.1552368934114927,100,period 25/50/100,final_100_steps,223.65415074622808,-67.28441168455225,dynamic_period_start300
302,302,1000,0.010171458125114441,0.003237689865249421,0.15787327577371965,12.302133424557605,0.9754635862701669,8.670874710393503e-06,2.081153484006281,0.16096556569331022,4.037150707797603,3.162111510229294,699,period 25/50/100,empirical_first_divergence_to_step1000,224.1649975187805,-67.1833285457739,dynamic_period_start300
302,101,300,0.0,0.0,0.18373261995613574,12.256366316669887,1.0185917622954002,2.2708439150998864e-05,0.0,0.18373261995613574,12.098589987934654,1.0214308650806196,200,"standard PowerSGD+, rank1, period50",exact_prefix_step101_300,0.27872822953345366,-1.2873010210264435,standard_powersgd_plus_start300
302,301,1000,0.010238409042358398,0.003246665235076632,0.157866557517222,12.302175135327268,0.9754602539540584,8.687397713900921e-06,2.0876721642407023,0.1609683443393026,4.098677299719103,3.1201382336106116,700,"standard PowerSGD+, rank1, period50",configured_affected_loss_step301_1000,219.8631846826187,-66.68331205959484,standard_powersgd_plus_start300
302,301,350,0.009081974625587463,0.0022544828057289123,0.1717866137623787,12.335107157164627,0.9728452935011592,1.94648805641681e-05,1.3398176424976491,0.17375589549541473,4.045413573519557,3.1029643026646228,50,"standard PowerSGD+, rank1, period50",first_50_affected_losses,218.95763112523352,-67.20406623164314,standard_powersgd_plus_start300
302,301,400,0.01023508608341217,0.0026647181808948516,0.1695002533495426,12.329366081688145,0.9733163382607745,1.862678672932483e-05,1.606780839942057,0.17169127970933915,4.022590102514516,3.135774238831946,100,"standard PowerSGD+, rank1, period50",first_100_affected_losses,222.17421156571584,-67.37390977068189,standard_powersgd_plus_start300
302,301,450,0.01023508608341217,0.0026904681324958803,0.1667983999848366,12.32753297489092,0.973453123261376,1.7748592024786792e-05,1.6400365384359052,0.16901574432849883,4.029107303827925,3.1340992630812496,150,"standard PowerSGD+, rank1, period50",first_150_affected_losses,221.95687580528022,-67.31619122792428,standard_powersgd_plus_start300
302,301,453,0.01023508608341217,0.002711231996810514,0.16676907309519698,12.327458273983227,0.9734585950013366,1.769486918396074e-05,1.6537851974546036,0.16901645824020983,3.99851799725742,3.1803637147265533,153,"standard PowerSGD+, rank1, period50",high_lr_phase_step301_453,226.70765156911335,-67.56413278075183,standard_powersgd_plus_start300
302,454,735,0.010238409042358398,0.0031539683117934154,0.15788420025549882,12.281805033498502,0.9770719549856652,9.748560058131813e-06,2.0135924444570072,0.16096993086608588,4.137871757690999,3.0978595726140394,282,"standard PowerSGD+, rank1, period50",middle_lr_phase_step454_735,217.055418161039,-66.30892815506357,standard_powersgd_plus_start300
302,736,1000,0.006495356559753418,0.003654445679682606,0.15270784002430035,12.309254563634251,0.974900835572373,2.3576206724206795e-06,2.417012492154948,0.1563200091415981,4.114796303977831,3.1090743988570053,265,"standard PowerSGD+, rank1, period50",low_lr_phase_step736_1000,218.91186112602315,-66.5715232168945,standard_powersgd_plus_start300
302,101,1000,0.010238409042358398,0.0025251840717262692,0.16361457139253616,12.29199539784785,0.9850450335854677,1.1803184699922684e-05,1.6237450166316572,0.16602707225415442,5.876435674878115,2.653758818381725,900,"standard PowerSGD+, rank1, period50",full_step101_1000,169.40482190162433,-52.19298832550008,standard_powersgd_plus_start300
302,901,1000,0.006422564387321472,0.0037719339877367018,0.15254655979573728,12.30971875977525,0.9748791684384923,1.1974024953087183e-06,2.5102813467793204,0.15620646089315415,4.127717255551289,3.100088028290193,100,"standard PowerSGD+, rank1, period50",final_100_steps,217.99715581734534,-66.46781834659355,standard_powersgd_plus_start300
302,302,1000,0.010238409042358398,0.003251309963596055,0.15787327577371965,12.302133424557605,0.9754635862701669,8.670874710393503e-06,2.090658819697413,0.16097950005906506,4.101874222342864,3.1153921220635294,699,"standard PowerSGD+, rank1, period50",empirical_first_divergence_to_step1000,219.3755426561543,-66.65721236485149,standard_powersgd_plus_start300
